wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dis,direction
412,76,188,524,0,0,1,0,0.0,0.0,0.0,1.0,125.60254774486066,2
420,68,180,532,0,0,1,0,0.0,0.0,0.0,1.0,116.61903789690601,2
428,60,172,540,0,0,1,0,0.0,0.0,0.0,1.0,108.07404868885037,2
436,60,164,540,0,0,1,0,1.0,0.0,0.0,0.0,100.07996802557443,2
444,60,156,540,0,0,1,0,1.0,0.0,0.0,0.0,92.0869154657707,2
452,60,148,540,0,0,1,0,1.0,0.0,0.0,0.0,84.09518416651456,2
460,60,140,540,0,0,1,0,1.0,0.0,0.0,0.0,76.10519036176179,2
468,60,132,540,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
476,60,124,540,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
484,60,116,540,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
492,60,108,540,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
500,60,100,540,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
508,60,92,540,0,0,1,0,1.0,0.0,0.0,0.0,45.60701700396552,2
516,68,84,532,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
524,76,76,524,1,0,0,0,1.0,0.0,0.0,0.0,583.2049382506976,3
516,84,84,516,1,0,0,0,0.0,1.0,0.0,0.0,572.0139858430036,3
508,92,92,508,1,0,0,0,0.0,1.0,0.0,0.0,560.8279593600876,3
500,100,100,500,1,0,0,0,0.0,1.0,0.0,0.0,549.6471595487418,3
492,108,108,492,1,0,0,0,0.0,1.0,0.0,0.0,538.4719119879885,3
484,116,116,484,1,0,0,0,0.0,1.0,0.0,0.0,527.3025696884096,3
476,124,124,476,1,0,0,0,0.0,1.0,0.0,0.0,516.1395160225576,3
468,132,132,468,1,0,0,0,0.0,1.0,0.0,0.0,504.9831680363218,3
460,140,140,460,1,0,0,0,0.0,1.0,0.0,0.0,493.8339801998238,3
452,148,148,452,1,0,0,0,0.0,1.0,0.0,0.0,482.6924486668504,3
444,156,156,444,1,0,0,0,0.0,1.0,0.0,0.0,471.55911612437313,3
436,164,164,436,1,0,0,0,0.0,1.0,0.0,0.0,460.43457732885355,3
428,172,172,428,1,0,0,0,0.0,1.0,0.0,0.0,449.31948544437734,3
420,180,180,420,1,0,0,0,0.0,1.0,0.0,0.0,438.21455931997514,3
412,188,188,412,1,0,0,0,0.0,1.0,0.0,0.0,427.12059187072686,3
404,196,196,404,1,0,0,0,0.0,1.0,0.0,0.0,416.0384597606332,3
396,204,204,396,1,0,0,0,0.0,1.0,0.0,0.0,404.96913462633177,3
388,212,212,388,1,0,0,0,0.0,1.0,0.0,0.0,393.91369613152574,3
380,220,220,380,1,0,0,0,0.0,1.0,0.0,0.0,382.87334720505163,3
372,228,228,372,1,0,0,0,0.0,1.0,0.0,0.0,371.8494318941472,3
364,236,236,364,1,0,0,0,0.0,1.0,0.0,0.0,360.84345636300515,3
356,244,244,356,1,0,0,0,0.0,1.0,0.0,0.0,349.85711369071805,3
348,252,252,348,1,0,0,0,0.0,1.0,0.0,0.0,338.89231327960215,3
340,260,260,340,1,0,0,0,0.0,1.0,0.0,0.0,327.95121588431414,3
332,268,268,332,1,0,0,0,0.0,1.0,0.0,0.0,317.03627552694974,3
324,276,276,324,1,0,0,0,0.0,1.0,0.0,0.0,306.15028989043924,3
316,284,284,316,1,0,0,0,0.0,1.0,0.0,0.0,295.296461204668,3
308,292,292,308,1,0,0,0,0.0,1.0,0.0,0.0,284.47847018711275,3
300,300,300,300,1,0,0,0,0.0,1.0,0.0,0.0,273.70056631289606,3
292,308,308,292,1,0,0,0,0.0,1.0,0.0,0.0,262.9676786222976,3
284,316,316,284,1,0,0,0,0.0,1.0,0.0,0.0,252.28555249954366,3
276,324,324,276,1,0,0,0,0.0,0.0,1.0,0.0,241.66091947189145,3
268,332,332,268,1,0,0,0,0.0,0.0,1.0,0.0,231.10170921046864,3
260,340,340,260,1,0,0,0,0.0,0.0,1.0,0.0,220.61731573020282,3
252,348,348,252,1,0,0,0,0.0,0.0,1.0,0.0,210.2189334955346,3
244,356,356,244,1,0,0,0,0.0,0.0,1.0,0.0,199.9199839935968,3
236,364,364,236,1,0,0,0,0.0,0.0,1.0,0.0,189.73665961010275,3
228,372,372,228,1,0,0,0,0.0,0.0,1.0,0.0,179.6886195617296,3
220,380,380,220,1,0,0,0,0.0,0.0,1.0,0.0,169.799882214329,3
212,388,388,212,1,0,0,0,0.0,0.0,1.0,0.0,160.099968769516,3
204,396,396,204,1,0,0,0,0.0,0.0,1.0,0.0,150.62536307010186,3
196,404,404,196,1,0,0,0,0.0,0.0,1.0,0.0,141.4213562373095,3
188,412,412,188,1,0,0,0,0.0,0.0,1.0,0.0,132.54433220624713,3
180,420,420,180,1,0,0,0,0.0,0.0,1.0,0.0,124.06449935416659,2
180,428,420,172,1,0,0,0,0.0,1.0,0.0,0.0,116.06894502837527,2
180,436,420,164,1,0,0,0,0.0,1.0,0.0,0.0,108.07404868885037,2
180,444,420,156,1,0,0,0,0.0,1.0,0.0,0.0,100.07996802557443,2
180,452,420,148,1,0,0,0,0.0,1.0,0.0,0.0,92.0869154657707,2
180,460,420,140,1,0,0,0,0.0,1.0,0.0,0.0,84.09518416651456,2
180,468,420,132,1,0,0,0,0.0,1.0,0.0,0.0,76.10519036176179,2
180,476,420,124,1,0,0,0,0.0,1.0,0.0,0.0,68.11754546370561,2
180,484,420,116,1,0,0,0,0.0,1.0,0.0,0.0,60.13318551349163,2
180,492,420,108,1,0,0,0,0.0,1.0,0.0,0.0,52.15361924162119,2
180,500,420,100,1,0,0,0,0.0,1.0,0.0,0.0,44.181444068749045,2
180,508,420,92,1,0,0,0,0.0,1.0,0.0,0.0,36.22154055254967,2
180,516,420,84,0,0,1,0,0.0,1.0,0.0,0.0,420.3236847954205,2
188,508,412,92,0,0,1,0,1.0,0.0,0.0,0.0,410.4631530356897,2
196,500,404,100,0,0,1,0,1.0,0.0,0.0,0.0,400.6794229805169,2
204,492,396,108,0,0,1,0,1.0,0.0,0.0,0.0,390.97826026519687,2
212,484,388,116,0,0,1,0,1.0,0.0,0.0,0.0,381.3659659696969,2
220,476,380,124,0,0,1,0,1.0,0.0,0.0,0.0,371.8494318941472,2
228,468,372,132,0,0,1,0,1.0,0.0,0.0,0.0,362.4362012823774,2
236,460,364,140,0,0,1,0,1.0,0.0,0.0,0.0,353.1345352694919,2
244,452,356,148,0,0,1,0,1.0,0.0,0.0,0.0,343.95348522729057,2
252,444,348,156,0,0,1,0,1.0,0.0,0.0,0.0,334.90297102295165,2
260,436,340,164,0,0,1,0,1.0,0.0,0.0,0.0,325.993864972947,2
268,428,332,172,0,0,1,0,1.0,0.0,0.0,0.0,317.23808094237364,2
276,420,324,180,0,0,1,0,1.0,0.0,0.0,0.0,308.6486675817668,2
284,412,316,188,0,0,1,0,1.0,0.0,0.0,0.0,300.2399040767233,2
292,404,308,196,0,0,1,0,1.0,0.0,0.0,0.0,292.0273959751037,2
300,404,300,196,0,0,1,0,1.0,0.0,0.0,0.0,284.0281676172277,2
308,404,292,196,0,0,1,0,1.0,0.0,0.0,0.0,276.02898398537786,2
316,404,284,196,0,0,1,0,1.0,0.0,0.0,0.0,268.02984908401527,2
324,404,276,196,0,0,1,0,1.0,0.0,0.0,0.0,260.0307674103201,2
332,404,268,196,0,0,1,0,1.0,0.0,0.0,0.0,252.03174403237384,2
340,404,260,196,0,0,1,0,1.0,0.0,0.0,0.0,244.0327846827143,2
348,404,252,196,0,0,1,0,1.0,0.0,0.0,0.0,236.03389587091087,2
356,404,244,196,0,0,1,0,1.0,0.0,0.0,0.0,228.0350850198276,2
364,404,236,196,0,0,1,0,1.0,0.0,0.0,0.0,220.03636063160107,2
372,404,228,196,0,0,1,0,1.0,0.0,0.0,0.0,212.03773249117714,2
380,404,220,196,0,0,1,0,1.0,0.0,0.0,0.0,204.0392119177096,2
388,404,212,196,0,0,1,0,1.0,0.0,0.0,0.0,196.04081207748553,2
396,404,204,196,0,0,1,0,1.0,0.0,0.0,0.0,188.04254837669055,2
404,404,196,196,0,0,1,0,1.0,0.0,0.0,0.0,180.0444389588304,2
412,404,188,196,0,0,1,0,1.0,0.0,0.0,0.0,172.04650534085255,2
420,404,180,196,0,0,1,0,1.0,0.0,0.0,0.0,164.04877323527901,2
428,404,172,196,0,0,1,0,1.0,0.0,0.0,0.0,156.05127362504928,2
436,404,164,196,0,0,1,0,1.0,0.0,0.0,0.0,148.05404418657398,2
444,404,156,196,0,0,1,0,1.0,0.0,0.0,0.0,140.05713120009278,2
452,404,148,196,0,0,1,0,1.0,0.0,0.0,0.0,132.06059215375342,2
460,404,140,196,0,0,1,0,1.0,0.0,0.0,0.0,124.06449935416659,2
468,404,132,196,0,0,1,0,1.0,0.0,0.0,0.0,116.06894502837527,2
476,404,124,196,0,0,1,0,1.0,0.0,0.0,0.0,108.07404868885037,2
484,404,116,196,0,0,1,0,1.0,0.0,0.0,0.0,100.07996802557443,2
492,404,108,196,0,0,1,0,1.0,0.0,0.0,0.0,92.0869154657707,2
500,404,100,196,0,0,1,0,1.0,0.0,0.0,0.0,84.09518416651456,2
508,404,92,196,0,0,1,0,1.0,0.0,0.0,0.0,76.10519036176179,2
516,404,84,196,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
524,404,76,196,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
532,404,68,196,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
540,404,60,196,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
548,404,52,196,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
556,404,44,196,1,0,0,0,1.0,0.0,0.0,0.0,497.70674096298916,3
548,412,52,188,1,0,0,0,0.0,1.0,0.0,0.0,488.0983507450112,3
540,420,60,180,1,0,0,0,0.0,1.0,0.0,0.0,478.5645202060011,3
532,428,68,172,1,0,0,0,0.0,1.0,0.0,0.0,469.1097952505362,3
524,436,76,164,1,0,0,0,0.0,1.0,0.0,0.0,459.7390564222274,3
516,444,84,156,1,0,0,0,0.0,1.0,0.0,0.0,450.45754516935335,3
508,452,92,148,1,0,0,0,0.0,1.0,0.0,0.0,441.2708918566916,3
500,460,100,140,1,0,0,0,0.0,1.0,0.0,0.0,432.1851455105786,3
492,468,108,132,1,0,0,0,0.0,1.0,0.0,0.0,423.2068052382901,3
484,476,116,124,1,0,0,0,0.0,1.0,0.0,0.0,414.34285320251394,3
476,484,124,116,1,0,0,0,0.0,1.0,0.0,0.0,405.6007889538678,3
468,492,132,108,1,0,0,0,0.0,1.0,0.0,0.0,396.9886648255842,3
460,500,140,100,1,0,0,0,0.0,1.0,0.0,0.0,388.51512197081854,3
452,508,148,92,1,0,0,0,0.0,1.0,0.0,0.0,380.18942647054246,3
444,516,156,84,1,0,0,0,0.0,1.0,0.0,0.0,372.0215047547655,3
436,524,164,76,1,0,0,0,0.0,1.0,0.0,0.0,364.0219773585106,3
428,524,172,76,1,0,0,0,0.0,0.0,1.0,0.0,356.02247120090607,3
420,524,180,76,1,0,0,0,0.0,0.0,1.0,0.0,348.0229877464993,3
412,524,188,76,1,0,0,0,0.0,0.0,1.0,0.0,340.02352859765455,3
404,524,196,76,1,0,0,0,0.0,0.0,1.0,0.0,332.02409551115414,3
396,524,204,76,1,0,0,0,0.0,0.0,1.0,0.0,324.02469041725817,3
388,524,212,76,1,0,0,0,0.0,0.0,1.0,0.0,316.0253154416589,3
380,524,220,76,1,0,0,0,0.0,0.0,1.0,0.0,308.0259729308553,3
372,524,228,76,1,0,0,0,0.0,0.0,1.0,0.0,300.0266654815868,3
364,524,236,76,1,0,0,0,0.0,0.0,1.0,0.0,292.0273959751037,3
356,524,244,76,1,0,0,0,0.0,0.0,1.0,0.0,284.0281676172277,3
348,524,252,76,1,0,0,0,0.0,0.0,1.0,0.0,276.02898398537786,3
340,524,260,76,1,0,0,0,0.0,0.0,1.0,0.0,268.02984908401527,3
332,524,268,76,1,0,0,0,0.0,0.0,1.0,0.0,260.0307674103201,3
324,524,276,76,1,0,0,0,0.0,0.0,1.0,0.0,252.03174403237384,3
316,524,284,76,1,0,0,0,0.0,0.0,1.0,0.0,244.0327846827143,3
308,524,292,76,1,0,0,0,0.0,0.0,1.0,0.0,236.03389587091087,3
300,524,300,76,1,0,0,0,0.0,0.0,1.0,0.0,228.0350850198276,3
292,524,308,76,1,0,0,0,0.0,0.0,1.0,0.0,220.03636063160107,3
284,524,316,76,1,0,0,0,0.0,0.0,1.0,0.0,212.03773249117714,3
276,524,324,76,1,0,0,0,0.0,0.0,1.0,0.0,204.0392119177096,3
268,524,332,76,1,0,0,0,0.0,0.0,1.0,0.0,196.04081207748553,3
260,524,340,76,1,0,0,0,0.0,0.0,1.0,0.0,188.04254837669055,3
252,524,348,76,1,0,0,0,0.0,0.0,1.0,0.0,180.0444389588304,3
244,524,356,76,1,0,0,0,0.0,0.0,1.0,0.0,172.04650534085255,3
236,524,364,76,1,0,0,0,0.0,0.0,1.0,0.0,164.04877323527901,3
228,524,372,76,1,0,0,0,0.0,0.0,1.0,0.0,156.05127362504928,3
220,524,380,76,1,0,0,0,0.0,0.0,1.0,0.0,148.05404418657398,3
212,524,388,76,1,0,0,0,0.0,0.0,1.0,0.0,140.05713120009278,3
204,524,396,76,1,0,0,0,0.0,0.0,1.0,0.0,132.06059215375342,3
196,524,404,76,1,0,0,0,0.0,0.0,1.0,0.0,124.06449935416659,3
188,524,412,76,1,0,0,0,0.0,0.0,1.0,0.0,116.06894502837527,3
180,524,420,76,1,0,0,0,0.0,0.0,1.0,0.0,108.07404868885037,3
172,524,428,76,1,0,0,0,0.0,0.0,1.0,0.0,100.07996802557443,3
164,524,436,76,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
156,524,444,76,1,0,0,0,0.0,0.0,1.0,0.0,84.09518416651456,3
148,524,452,76,1,0,0,0,0.0,0.0,1.0,0.0,76.10519036176179,3
140,524,460,76,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
132,524,468,76,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
124,524,476,76,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
116,524,484,76,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
108,524,492,76,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
100,524,500,76,0,0,1,0,0.0,0.0,1.0,0.0,564.1276451300716,2
108,516,492,84,0,0,1,0,0.0,0.0,0.0,1.0,553.2449728646434,2
116,508,484,92,0,0,1,0,0.0,0.0,0.0,1.0,542.379940632026,2
124,500,476,100,0,0,1,0,0.0,0.0,0.0,1.0,531.5336301684024,2
132,492,468,108,0,0,1,0,0.0,0.0,0.0,1.0,520.7072113961933,2
140,484,460,116,0,0,1,0,0.0,0.0,0.0,1.0,509.9019513592785,2
148,476,452,124,0,0,1,0,0.0,0.0,0.0,1.0,499.11922423405014,2
156,468,444,132,0,0,1,0,0.0,0.0,0.0,1.0,488.3605225650411,2
164,460,436,140,0,0,1,0,0.0,0.0,0.0,1.0,477.62746989678055,2
172,452,428,148,0,0,1,0,0.0,0.0,0.0,1.0,466.92183500024925,2
180,444,420,156,0,0,1,0,0.0,0.0,0.0,1.0,456.24554792348385,2
188,436,412,164,0,0,1,0,0.0,0.0,0.0,1.0,445.6007181322759,2
196,428,404,172,0,0,1,0,0.0,0.0,0.0,1.0,434.9896550494046,2
204,420,396,180,0,0,1,0,0.0,0.0,0.0,1.0,424.41489135043315,2
212,412,388,188,0,0,1,0,0.0,0.0,0.0,1.0,413.87920943193075,2
220,404,380,196,0,0,1,0,0.0,0.0,0.0,1.0,403.3856715353187,2
228,396,372,204,0,0,1,0,0.0,0.0,0.0,1.0,392.93765408777,2
236,388,364,212,0,0,1,0,0.0,0.0,0.0,1.0,382.5388869121674,2
244,380,356,220,0,0,1,0,0.0,0.0,0.0,1.0,372.19349806249977,2
252,372,348,228,0,0,1,0,0.0,0.0,0.0,1.0,361.9060651605607,2
260,364,340,236,0,0,1,0,0.0,0.0,0.0,1.0,351.68167424533226,2
268,356,332,244,0,0,1,0,0.0,0.0,0.0,1.0,341.525987298185,2
276,348,324,252,0,0,1,0,0.0,0.0,0.0,1.0,331.44531977386555,2
284,340,316,260,0,0,1,0,0.0,0.0,0.0,1.0,321.44672964583106,2
292,332,308,268,0,0,1,0,0.0,0.0,0.0,1.0,311.53811965793204,2
300,324,300,276,0,0,1,0,0.0,0.0,0.0,1.0,301.72835465033774,2
308,316,292,284,0,0,1,0,0.0,0.0,0.0,1.0,292.0273959751037,2
316,308,284,292,0,0,1,0,0.0,0.0,0.0,1.0,282.44645510255566,2
324,300,276,300,0,0,1,0,0.0,0.0,0.0,1.0,272.9981684920249,2
332,292,268,308,0,0,1,0,0.0,0.0,0.0,1.0,263.69679558159214,2
340,284,260,316,0,0,1,0,0.0,0.0,0.0,1.0,254.55844122715712,2
348,276,252,324,0,0,1,0,0.0,0.0,0.0,1.0,245.60130292814003,2
356,268,244,332,0,0,1,0,0.0,0.0,0.0,1.0,236.8459414893994,2
364,260,236,340,0,0,1,0,0.0,0.0,0.0,1.0,228.31557108528537,2
372,252,228,348,0,0,1,0,0.0,0.0,0.0,1.0,220.03636063160107,2
380,244,220,356,1,0,0,0,0.0,0.0,0.0,1.0,212.03773249117714,2
380,236,220,364,1,0,0,0,0.0,0.0,0.0,1.0,204.0392119177096,2
380,228,220,372,1,0,0,0,0.0,0.0,0.0,1.0,196.04081207748553,2
380,220,220,380,1,0,0,0,0.0,0.0,0.0,1.0,188.04254837669055,2
380,212,220,388,1,0,0,0,0.0,0.0,0.0,1.0,180.0444389588304,2
380,204,220,396,1,0,0,0,0.0,0.0,0.0,1.0,172.04650534085255,2
380,196,220,404,1,0,0,0,0.0,0.0,0.0,1.0,164.04877323527901,2
380,188,220,412,1,0,0,0,0.0,0.0,0.0,1.0,156.05127362504928,2
380,180,220,420,1,0,0,0,0.0,0.0,0.0,1.0,148.05404418657398,2
380,172,220,428,1,0,0,0,0.0,0.0,0.0,1.0,140.05713120009278,2
380,164,220,436,1,0,0,0,0.0,0.0,0.0,1.0,132.06059215375342,2
380,156,220,444,1,0,0,0,0.0,0.0,0.0,1.0,124.06449935416659,2
380,148,220,452,1,0,0,0,0.0,0.0,0.0,1.0,116.06894502837527,2
380,140,220,460,1,0,0,0,0.0,0.0,0.0,1.0,108.07404868885037,2
380,132,220,468,1,0,0,0,0.0,0.0,0.0,1.0,100.07996802557443,2
380,124,220,476,1,0,0,0,0.0,0.0,0.0,1.0,92.0869154657707,2
380,116,220,484,1,0,0,0,0.0,0.0,0.0,1.0,84.09518416651456,2
380,108,220,492,1,0,0,0,0.0,0.0,0.0,1.0,76.10519036176179,2
380,100,220,500,1,0,0,0,0.0,0.0,0.0,1.0,68.11754546370561,2
380,92,220,508,1,0,0,0,0.0,0.0,0.0,1.0,60.13318551349163,2
380,84,220,516,1,0,0,0,0.0,0.0,0.0,1.0,52.15361924162119,2
380,76,220,524,1,0,0,0,0.0,0.0,0.0,1.0,44.181444068749045,2
380,68,220,532,1,0,0,0,0.0,0.0,0.0,1.0,36.22154055254967,2
380,60,220,540,1,0,0,0,0.0,0.0,0.0,1.0,351.1353015576759,3
372,68,228,532,1,0,0,0,0.0,0.0,1.0,0.0,339.8352542041511,3
364,76,236,524,1,0,0,0,0.0,0.0,1.0,0.0,328.5361471740971,3
356,84,244,516,1,0,0,0,0.0,0.0,1.0,0.0,317.23808094237364,3
348,92,252,508,1,0,0,0,0.0,0.0,1.0,0.0,305.9411708155671,3
340,100,260,500,1,0,0,0,0.0,0.0,1.0,0.0,294.64554977124635,3
332,108,268,492,1,0,0,0,0.0,0.0,1.0,0.0,283.3513719747974,3
324,116,276,484,1,0,0,0,0.0,0.0,1.0,0.0,272.05881717011124,3
316,124,284,476,1,0,0,0,0.0,0.0,1.0,0.0,260.76809620810593,3
308,132,292,468,1,0,0,0,0.0,0.0,1.0,0.0,249.47945807220282,3
300,140,300,460,1,0,0,0,0.0,0.0,1.0,0.0,238.1931988953505,3
292,148,308,452,1,0,0,0,0.0,0.0,1.0,0.0,226.90967365892536,3
284,156,316,444,1,0,0,0,0.0,0.0,1.0,0.0,215.62931155109686,3
276,164,324,436,1,0,0,0,0.0,0.0,1.0,0.0,204.35263639111682,3
268,172,332,428,1,0,0,0,0.0,0.0,1.0,0.0,193.08029417835473,3
260,180,340,420,1,0,0,0,0.0,0.0,1.0,0.0,181.8130908378162,3
252,188,348,412,1,0,0,0,0.0,0.0,1.0,0.0,170.55204484262273,3
244,196,356,404,1,0,0,0,0.0,0.0,1.0,0.0,159.29846201391902,3
236,204,364,396,1,0,0,0,0.0,0.0,1.0,0.0,148.05404418657398,3
228,212,372,388,1,0,0,0,0.0,0.0,1.0,0.0,136.82105101189657,3
220,220,380,380,1,0,0,0,0.0,0.0,1.0,0.0,125.60254774486066,3
212,228,388,372,1,0,0,0,0.0,0.0,1.0,0.0,114.40279716860073,3
204,236,396,364,1,0,0,0,0.0,0.0,1.0,0.0,103.22790320451152,3
196,244,404,356,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
188,252,412,348,1,0,0,0,0.0,0.0,1.0,0.0,80.99382692526635,3
180,260,420,340,1,0,0,0,0.0,0.0,1.0,0.0,69.9714227381436,3
172,268,428,332,1,0,0,0,0.0,0.0,1.0,0.0,59.0592922409336,3
164,276,436,324,1,0,0,0,0.0,0.0,1.0,0.0,48.33218389437829,3
156,284,444,316,1,0,0,0,0.0,0.0,1.0,0.0,37.94733192202055,3
148,292,452,308,1,0,0,0,0.0,0.0,1.0,0.0,259.53805116013336,0
140,284,460,316,1,0,0,0,0.0,0.0,1.0,0.0,248.70866490735702,0
132,276,468,324,1,0,0,0,0.0,0.0,1.0,0.0,237.92435772740882,0
124,268,476,332,1,0,0,0,0.0,0.0,1.0,0.0,227.19154913860683,0
116,260,484,340,1,0,0,0,0.0,0.0,1.0,0.0,216.51789764358972,0
108,252,492,348,1,0,0,0,0.0,0.0,1.0,0.0,205.91260281974002,0
100,244,500,356,1,0,0,0,0.0,0.0,1.0,0.0,195.386795869117,0
92,236,508,364,1,0,0,0,0.0,0.0,1.0,0.0,184.95404834715026,0
84,228,516,372,1,0,0,0,0.0,0.0,1.0,0.0,174.63103962354458,0
76,220,524,380,1,0,0,0,0.0,0.0,1.0,0.0,164.43843832875572,0
68,212,532,388,1,0,0,0,0.0,0.0,1.0,0.0,154.40207252495026,0
60,204,540,396,1,0,0,0,0.0,0.0,1.0,0.0,144.55448799674122,0
52,196,548,404,1,0,0,0,0.0,0.0,1.0,0.0,134.937022347464,0
44,188,556,412,1,0,0,0,0.0,0.0,1.0,0.0,125.60254774486066,0
36,180,564,420,1,0,0,0,0.0,0.0,1.0,0.0,116.61903789690601,0
28,172,572,428,1,0,0,0,0.0,0.0,1.0,0.0,108.07404868885037,2
28,164,572,436,1,0,0,0,0.0,0.0,0.0,1.0,100.07996802557443,2
28,156,572,444,1,0,0,0,0.0,0.0,0.0,1.0,92.0869154657707,2
28,148,572,452,1,0,0,0,0.0,0.0,0.0,1.0,84.09518416651456,2
28,140,572,460,1,0,0,0,0.0,0.0,0.0,1.0,76.10519036176179,2
28,132,572,468,1,0,0,0,0.0,0.0,0.0,1.0,68.11754546370561,2
28,124,572,476,1,0,0,0,0.0,0.0,0.0,1.0,60.13318551349163,2
28,116,572,484,1,0,0,0,0.0,0.0,0.0,1.0,52.15361924162119,2
28,108,572,492,1,0,0,0,0.0,0.0,0.0,1.0,44.181444068749045,2
28,100,572,500,1,0,0,0,0.0,0.0,0.0,1.0,36.22154055254967,2
28,92,572,508,0,0,1,0,0.0,0.0,0.0,1.0,254.80973293812778,2
36,100,564,500,0,0,1,0,1.0,0.0,0.0,0.0,243.50770008359078,2
44,108,556,492,0,0,1,0,1.0,0.0,0.0,0.0,232.20680437919987,2
52,116,548,484,0,0,1,0,1.0,0.0,0.0,0.0,220.90722034374522,2
60,124,540,476,0,0,1,0,1.0,0.0,0.0,0.0,209.60916010518244,2
68,132,532,468,0,0,1,0,1.0,0.0,0.0,0.0,198.31288409984865,2
76,140,524,460,0,0,1,0,1.0,0.0,0.0,0.0,187.01871564097536,2
84,148,516,452,0,0,1,0,1.0,0.0,0.0,0.0,175.72706109191037,2
92,156,508,444,0,0,1,0,1.0,0.0,0.0,0.0,164.43843832875572,2
100,164,500,436,0,0,1,0,1.0,0.0,0.0,0.0,153.15351775261317,2
108,172,492,428,0,0,1,0,1.0,0.0,0.0,0.0,141.8731828077456,2
116,180,484,420,0,0,1,0,1.0,0.0,0.0,0.0,130.59862173851607,2
124,188,476,412,0,0,1,0,1.0,0.0,0.0,0.0,119.33147112141039,2
132,196,468,404,0,0,1,0,1.0,0.0,0.0,0.0,108.07404868885037,2
140,204,460,396,0,0,1,0,1.0,0.0,0.0,0.0,96.82974749528164,2
148,212,452,388,0,0,1,0,1.0,0.0,0.0,0.0,85.60373823613078,2
156,220,444,380,0,0,1,0,1.0,0.0,0.0,0.0,74.4043009509531,2
164,228,436,372,0,0,1,0,1.0,0.0,0.0,0.0,63.245553203367585,2
172,236,428,364,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
180,244,420,356,0,0,1,0,1.0,0.0,0.0,0.0,41.182520563948,2
188,252,412,348,0,0,1,0,1.0,0.0,0.0,0.0,205.91260281974002,2
196,260,404,340,0,0,1,0,1.0,0.0,0.0,0.0,195.05896544378575,2
204,268,396,332,0,0,1,0,1.0,0.0,0.0,0.0,184.26068490049633,2
212,276,388,324,0,0,1,0,1.0,0.0,0.0,0.0,173.5280957078709,2
220,284,380,316,0,0,1,0,1.0,0.0,0.0,0.0,162.87418457201866,2
228,292,372,308,0,0,1,0,1.0,0.0,0.0,0.0,152.31546211727817,2
236,300,364,300,0,0,1,0,0.0,1.0,0.0,0.0,141.8731828077456,2
244,308,356,292,0,0,1,0,0.0,1.0,0.0,0.0,131.5750736271882,2
252,316,348,284,0,0,1,0,0.0,1.0,0.0,0.0,121.45781160551181,2
260,324,340,276,0,0,1,0,0.0,1.0,0.0,0.0,111.57060544785082,2
268,332,332,268,0,0,1,0,0.0,1.0,0.0,0.0,101.9803902718557,2
276,340,324,260,0,0,1,0,0.0,1.0,0.0,0.0,92.77930803794561,2
284,348,316,252,0,0,1,0,0.0,1.0,0.0,0.0,84.09518416651456,2
292,356,308,244,1,0,0,0,0.0,1.0,0.0,0.0,76.10519036176179,2
292,364,308,236,1,0,0,0,0.0,1.0,0.0,0.0,68.11754546370561,2
292,372,308,228,1,0,0,0,0.0,1.0,0.0,0.0,60.13318551349163,2
292,380,308,220,1,0,0,0,0.0,1.0,0.0,0.0,52.15361924162119,2
292,388,308,212,1,0,0,0,0.0,1.0,0.0,0.0,44.181444068749045,2
292,396,308,204,1,0,0,0,0.0,1.0,0.0,0.0,36.22154055254967,2
292,404,308,196,1,0,0,0,0.0,1.0,0.0,0.0,125.60254774486066,3
284,412,316,188,1,0,0,0,0.0,1.0,0.0,0.0,114.40279716860073,3
276,420,324,180,1,0,0,0,0.0,1.0,0.0,0.0,103.22790320451152,3
268,428,332,172,1,0,0,0,0.0,1.0,0.0,0.0,92.0869154657707,3
260,436,340,164,1,0,0,0,0.0,1.0,0.0,0.0,80.99382692526635,3
252,444,348,156,1,0,0,0,0.0,1.0,0.0,0.0,69.9714227381436,3
244,452,356,148,1,0,0,0,0.0,1.0,0.0,0.0,59.0592922409336,3
236,460,364,140,1,0,0,0,0.0,1.0,0.0,0.0,48.33218389437829,3
